OrderNumber,QuantityOrdered,PriceEach,OrderLineNumber,Sales,Exact Sales,Status,QTR_ID,DAY_ID,MONTH_ID,YEAR_ID,ProductCode,CustomerName,Phone,AddressLine1,City,PostalCode,Country,Territory,Branch,CostPrice,ProductLine,MSRP,ContactName,Total Profit,Discount,Discount Rate
10301,22,51.32,3,1129.04,1129.04,Shipped,4,5,10,2022,S24_1628,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Skates Road,33.358,Classic Cars,50,Jan Klaeboe,395.1640000000001,-1.3200000000000003,-2.6400000000000006
10301,32,100.0,4,3424.64,3200.0,Shipped,4,5,10,2022,S18_1589,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Bergenville,65.0,Classic Cars,124,Jan Klaeboe,1120.0,24.0,19.35483870967742
10301,22,100.0,5,3223.44,2200.0,Shipped,4,5,10,2022,S18_2870,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Bergenville,65.0,Classic Cars,132,Jan Klaeboe,770.0,32.0,24.242424242424242
10301,39,100.0,6,6446.7,3900.0,Shipped,4,5,10,2022,S18_3685,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Bergenville,65.0,Classic Cars,141,Jan Klaeboe,1365.0,41.0,29.078014184397162
10301,47,100.0,7,7488.04,4700.0,Shipped,4,5,10,2022,S18_1984,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Geiselweg,65.0,Classic Cars,142,Jan Klaeboe,1645.0,42.0,29.577464788732392
10301,37,100.0,8,5917.78,3700.0,Shipped,4,5,10,2022,S18_1129,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Bergenville,65.0,Classic Cars,141,Jan Klaeboe,1295.0,41.0,29.078014184397162
10301,23,100.0,9,4011.66,2300.0,Shipped,4,5,10,2022,S18_3232,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Bergenville,65.0,Classic Cars,169,Jan Klaeboe,805.0,69.0,40.828402366863905
10301,48,34.36,10,1649.28,1649.28,Shipped,4,5,10,2022,S24_2972,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Skates Road,22.334,Classic Cars,37,Jan Klaeboe,577.248,2.6400000000000006,7.135135135135137
10301,50,100.0,11,7723.5,5000.0,Shipped,4,5,10,2022,S24_3856,Norway Gifts By Mail  Co.,+47 2212 1555,Drammensveien 126 A  PB 744 Sentrum,Oslo,N 0106,Norway,EMEA,Geiselweg,65.0,Classic Cars,140,Jan Klaeboe,1750.0,40.0,28.57142857142857
10155,43,86.4,1,3715.2,3715.2000000000003,Shipped,4,6,10,2022,S700_3167,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Bergenville,56.16,Planes,80,Matti Karttunen,1300.3200000000004,-6.400000000000006,-8.000000000000007
10155,20,100.0,2,2353.4,2000.0,Shipped,4,6,10,2022,S700_2466,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Skates Road,65.0,Planes,99,Matti Karttunen,700.0,-1.0,-1.0101010101010102
10155,44,85.87,3,3778.28,3778.28,Shipped,4,6,10,2022,S700_4002,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Bergenville,55.8155,Planes,74,Matti Karttunen,1322.3980000000001,-11.870000000000005,-16.040540540540547
10155,44,77.11,4,3392.84,3392.84,Shipped,4,6,10,2022,S24_3949,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Bergenville,50.1215,Planes,68,Matti Karttunen,1187.4940000000001,-9.11,-13.397058823529411
10155,38,100.0,5,6531.44,3800.0,Shipped,4,6,10,2022,S18_1662,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Bergenville,65.0,Planes,157,Matti Karttunen,1330.0,57.0,36.30573248407643
10155,23,72.62,6,1670.26,1670.2600000000002,Shipped,4,6,10,2022,S24_2841,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Skates Road,47.203,Planes,68,Matti Karttunen,584.591,-4.6200000000000045,-6.79411764705883
10155,34,55.89,7,1900.26,1900.26,Shipped,4,6,10,2022,S24_3420,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Skates Road,36.3285,Vintage Cars,65,Matti Karttunen,665.0910000000001,9.11,14.015384615384615
10155,34,49.16,8,1671.44,1671.4399999999998,Shipped,4,6,10,2022,S72_1253,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Skates Road,31.954,Planes,49,Matti Karttunen,585.0039999999999,-0.1599999999999966,-0.326530612244891
10155,32,91.43,9,2925.76,2925.76,Shipped,4,6,10,2022,S700_2047,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Skates Road,59.4295,Ships,90,Matti Karttunen,1024.0160000000003,-1.4300000000000068,-1.5888888888888966
10155,29,100.0,10,3622.97,2900.0,Shipped,4,6,10,2022,S18_3856,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Bergenville,65.0,Vintage Cars,105,Matti Karttunen,1015.0,5.0,4.761904761904762
10155,44,79.14,11,3482.16,3482.16,Shipped,4,6,10,2022,S18_3029,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Bergenville,51.441,Ships,86,Matti Karttunen,1218.7559999999999,6.859999999999999,7.976744186046511
10155,37,67.93,12,2513.41,2513.4100000000003,Shipped,4,6,10,2022,S24_3816,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Skates Road,44.1545,Vintage Cars,83,Matti Karttunen,879.6935000000003,15.069999999999993,18.156626506024086
10155,32,100.0,13,4526.08,3200.0,Shipped,4,6,10,2022,S10_4757,Toys of Finland  Co.,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Bergenville,65.0,Classic Cars,136,Matti Karttunen,1120.0,36.0,26.47058823529412
10302,43,100.0,1,7310.0,4300.0,Shipped,4,6,10,2022,S18_1749,UK Collectables  Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,EMEA,Geiselweg,65.0,Vintage Cars,170,Elizabeth Devon,1505.0,70.0,41.17647058823529
10302,38,89.27,2,3392.26,3392.2599999999998,Shipped,4,6,10,2022,S18_4409,UK Collectables  Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,EMEA,Bergenville,58.0255,Vintage Cars,92,Elizabeth Devon,1187.2909999999997,2.730000000000004,2.9673913043478306
10302,23,72.7,3,1672.1,1672.1000000000001,Shipped,4,6,10,2022,S18_4933,UK Collectables  Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,EMEA,Skates Road,47.255,Classic Cars,71,Elizabeth Devon,585.235,-1.7000000000000028,-2.3943661971831025
10302,45,100.0,4,5548.95,4500.0,Shipped,4,6,10,2022,S24_2887,UK Collectables  Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,EMEA,Bergenville,65.0,Classic Cars,117,Elizabeth Devon,1575.0,17.0,14.529914529914532
10302,49,100.0,5,5298.86,4900.0,Shipped,4,6,10,2022,S24_2766,UK Collectables  Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,EMEA,Bergenville,65.0,Classic Cars,90,Elizabeth Devon,1715.0,-10.0,-11.11111111111111
10302,48,74.48,6,3575.04,3575.04,Shipped,4,6,10,2022,S24_3191,UK Collectables  Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,EMEA,Bergenville,48.412,Classic Cars,85,Elizabeth Devon,1251.2640000000001,10.519999999999996,12.37647058823529
10156,20,41.02,1,820.4,820.4000000000001,Shipped,4,8,10,2022,S50_1341,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal  86,Madrid,28034,Spain,EMEA,Skates Road,26.663,Vintage Cars,43,Diego Freyre,287.14000000000004,1.9799999999999969,4.604651162790691
10156,48,100.0,2,4954.08,4800.0,Shipped,4,8,10,2022,S700_1691,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal  86,Madrid,28034,Spain,EMEA,Bergenville,65.0,Planes,91,Diego Freyre,1680.0,-9.0,-9.89010989010989
10158,22,67.03,1,1474.66,1474.66,Shipped,4,10,10,2022,S24_2000,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,EMEA,Skates Road,43.5695,Motorcycles,76,Jonas Bergulfsen,516.1310000000001,8.969999999999999,11.802631578947368
10159,50,69.8,1,3490.0,3490.0,Shipped,4,10,10,2022,S24_3371,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,45.37,Classic Cars,61,Julie Brown,1221.5,-8.799999999999997,-14.426229508196716
10159,41,100.0,2,8296.35,4100.0,Shipped,4,10,10,2022,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Geiselweg,65.0,Classic Cars,194,Julie Brown,1435.0,94.0,48.45360824742268
10159,24,73.42,3,1762.08,1762.08,Shipped,4,10,10,2022,S12_3990,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,47.723,Classic Cars,79,Julie Brown,616.7280000000001,5.579999999999998,7.063291139240505
10159,25,100.0,4,3638.0,2500.0,Shipped,4,10,10,2022,S18_3482,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Classic Cars,146,Julie Brown,875.0,46.0,31.506849315068493
10159,21,81.21,5,1705.41,1705.4099999999999,Shipped,4,10,10,2022,S18_3278,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,52.7865,Classic Cars,80,Julie Brown,596.8934999999999,-1.2099999999999937,-1.5124999999999922
10159,23,67.1,6,1543.3,1543.3,Shipped,4,10,10,2022,S24_4620,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,43.615,Classic Cars,80,Julie Brown,540.1549999999999,12.900000000000006,16.125000000000007
10159,32,100.0,7,4618.88,3200.0,Shipped,4,10,10,2022,S18_4721,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Classic Cars,148,Julie Brown,1120.0,48.0,32.432432432432435
10159,21,64.66,8,1357.86,1357.86,Shipped,4,10,10,2022,S18_3782,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,42.029,Motorcycles,62,Julie Brown,475.25099999999986,-2.6599999999999966,-4.290322580645156
10159,35,35.4,9,1239.0,1239.0,Shipped,4,10,10,2022,S32_2206,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,23.01,Motorcycles,40,Julie Brown,433.6499999999999,4.600000000000001,11.500000000000004
10159,31,71.6,10,2219.6,2219.6,Shipped,4,10,10,2022,S50_4713,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,46.54,Motorcycles,81,Julie Brown,776.8599999999999,9.400000000000006,11.604938271604945
10159,27,80.34,11,2169.18,2169.1800000000003,Shipped,4,10,10,2022,S24_2360,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,52.221,Motorcycles,69,Julie Brown,759.2130000000002,-11.340000000000003,-16.43478260869566
10159,23,100.0,12,2347.15,2300.0,Shipped,4,10,10,2022,S32_4485,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,65.0,Motorcycles,102,Julie Brown,805.0,2.0,1.9607843137254901
10159,38,100.0,13,6238.84,3800.0,Shipped,4,10,10,2022,S12_2823,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Motorcycles,150,Julie Brown,1330.0,50.0,33.33333333333333
10159,49,100.0,14,5205.27,4900.0,Shipped,4,10,10,2022,S10_1678,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Motorcycles,95,Julie Brown,1715.0,-5.0,-5.263157894736842
10159,44,100.0,15,5355.68,4400.0,Shipped,4,10,10,2022,S24_1578,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Motorcycles,112,Julie Brown,1540.0,12.0,10.714285714285714
10159,22,100.0,16,4132.7,2200.0,Shipped,4,10,10,2022,S10_4698,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Motorcycles,193,Julie Brown,770.0,93.0,48.18652849740933
10159,37,100.0,17,5016.83,3700.0,Shipped,4,10,10,2022,S10_2016,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Motorcycles,118,Julie Brown,1295.0,18.0,15.254237288135593
10159,42,51.48,18,2162.16,2162.16,Shipped,4,10,10,2022,S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,33.462,Motorcycles,60,Julie Brown,756.7559999999997,8.520000000000003,14.200000000000005
10160,20,100.0,1,3996.4,2000.0,Shipped,4,11,10,2022,S18_3232,Men  R  US Retailers  Ltd.,2155554369,6047 Douglas Av.,Los Angeles,Unspecified,USA,NorthA,Bergenville,65.0,Classic Cars,169,Michael Chandler,700.0,69.0,40.828402366863905
10160,42,37.0,2,1554.0,1554.0,Shipped,4,11,10,2022,S24_2972,Men  R  US Retailers  Ltd.,2155554369,6047 Douglas Av.,Los Angeles,Unspecified,USA,NorthA,Skates Road,24.05,Classic Cars,37,Michael Chandler,543.9,0.0,0.0
10160,35,100.0,3,4767.7,3500.0,Shipped,4,11,10,2022,S24_3856,Men  R  US Retailers  Ltd.,2155554369,6047 Douglas Av.,Los Angeles,Unspecified,USA,NorthA,Bergenville,65.0,Classic Cars,140,Michael Chandler,1225.0,40.0,28.57142857142857
10160,38,88.55,4,3364.9,3364.9,Shipped,4,11,10,2022,S18_1889,Men  R  US Retailers  Ltd.,2155554369,6047 Douglas Av.,Los Angeles,Unspecified,USA,NorthA,Bergenville,57.5575,Classic Cars,77,Michael Chandler,1177.715,-11.549999999999997,-14.999999999999996
10160,50,100.0,5,5182.0,5000.0,Shipped,4,11,10,2022,S12_4675,Men  R  US Retailers  Ltd.,2155554369,6047 Douglas Av.,Los Angeles,Unspecified,USA,NorthA,Bergenville,65.0,Classic Cars,115,Michael Chandler,1750.0,15.0,13.043478260869565
10160,46,100.0,6,5294.14,4600.0,Shipped,4,11,10,2022,S12_3380,Men  R  US Retailers  Ltd.,2155554369,6047 Douglas Av.,Los Angeles,Unspecified,USA,NorthA,Bergenville,65.0,Classic Cars,117,Michael Chandler,1610.0,17.0,14.529914529914532
10161,25,80.54,1,2013.5,2013.5000000000002,Shipped,4,17,10,2022,S18_4933,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Skates Road,52.351,Classic Cars,71,Palle Ibsen,704.7250000000001,-9.540000000000006,-13.436619718309867
10161,25,100.0,2,2759.75,2500.0,Shipped,4,17,10,2022,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Skates Road,65.0,Classic Cars,117,Palle Ibsen,875.0,17.0,14.529914529914532
10161,20,100.0,3,2144.6,2000.0,Shipped,4,17,10,2022,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Skates Road,65.0,Classic Cars,90,Palle Ibsen,700.0,-10.0,-11.11111111111111
10161,20,77.05,4,1541.0,1541.0,Shipped,4,17,10,2022,S24_3191,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Skates Road,50.0825,Classic Cars,85,Palle Ibsen,539.3499999999999,7.950000000000003,9.352941176470592
10161,37,72.76,5,2692.12,2692.1200000000003,Shipped,4,17,10,2022,S24_1046,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Skates Road,47.294,Classic Cars,73,Palle Ibsen,942.2420000000003,0.23999999999999488,0.3287671232876642
10161,30,100.0,6,3148.2,3000.0,Shipped,4,17,10,2022,S24_3432,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Bergenville,65.0,Classic Cars,107,Palle Ibsen,1050.0,7.0,6.5420560747663545
10161,23,53.33,7,1226.59,1226.59,Shipped,4,17,10,2022,S24_1628,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Skates Road,34.6645,Classic Cars,50,Palle Ibsen,429.3065,-3.3299999999999983,-6.659999999999997
10161,43,100.0,8,6153.73,4300.0,Shipped,4,17,10,2022,S18_1589,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Bergenville,65.0,Classic Cars,124,Palle Ibsen,1505.0,24.0,19.35483870967742
10161,23,100.0,9,3187.8,2300.0,Shipped,4,17,10,2022,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Bergenville,65.0,Classic Cars,132,Palle Ibsen,805.0,32.0,24.242424242424242
10161,36,100.0,10,5544.0,3600.0,Shipped,4,17,10,2022,S18_3685,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Bergenville,65.0,Classic Cars,141,Palle Ibsen,1260.0,41.0,29.078014184397162
10161,48,100.0,11,6145.44,4800.0,Shipped,4,17,10,2022,S18_1984,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Bergenville,65.0,Classic Cars,142,Palle Ibsen,1680.0,42.0,29.577464788732392
10161,28,100.0,12,3764.88,2800.0,Shipped,4,17,10,2022,S18_1129,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,EMEA,Bergenville,65.0,Classic Cars,141,Palle Ibsen,980.0,41.0,29.078014184397162
10162,45,51.21,1,2304.45,2304.45,Shipped,4,18,10,2022,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,33.2865,Vintage Cars,53,Julie Brown,806.5575000000002,1.7899999999999991,3.3773584905660363
10162,48,91.44,2,4389.12,4389.12,Shipped,4,18,10,2022,S18_1342,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,59.436,Vintage Cars,102,Julie Brown,1536.192,10.560000000000002,10.35294117647059
10162,48,100.0,3,7209.12,4800.0,Shipped,4,18,10,2022,S18_2795,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Geiselweg,65.0,Vintage Cars,168,Julie Brown,1680.0,68.0,40.476190476190474
10162,43,36.29,4,1560.47,1560.47,Shipped,4,18,10,2022,S24_2022,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,23.5885,Vintage Cars,44,Julie Brown,546.1645,7.710000000000001,17.522727272727277
10162,37,27.22,5,1007.14,1007.14,Shipped,4,18,10,2022,S24_1937,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,17.693,Vintage Cars,33,Julie Brown,352.4989999999999,5.780000000000001,17.51515151515152
10162,38,100.0,6,4299.7,3800.0,Shipped,4,18,10,2022,S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Vintage Cars,127,Julie Brown,1330.0,27.0,21.25984251968504
10162,37,38.98,7,1442.26,1442.26,Shipped,4,18,10,2022,S24_3969,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,25.337,Vintage Cars,41,Julie Brown,504.7909999999999,2.020000000000003,4.926829268292691
10162,27,69.62,8,1879.74,1879.7400000000002,Shipped,4,18,10,2022,S18_2248,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Skates Road,45.253,Vintage Cars,60,Julie Brown,657.9090000000001,-9.620000000000005,-16.033333333333342
10162,29,100.0,9,5176.5,2900.0,Shipped,4,18,10,2022,S18_1749,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Vintage Cars,170,Julie Brown,1015.0,70.0,41.17647058823529
10162,39,100.0,10,3912.09,3900.0,Shipped,4,18,10,2022,S18_4409,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,Unspecified,USA,NorthA,Bergenville,65.0,Vintage Cars,92,Julie Brown,1365.0,-8.0,-8.695652173913043
10163,21,100.0,1,4860.24,2100.0,Shipped,4,20,10,2022,S10_1949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,NorthA,Bergenville,65.0,Classic Cars,214,Maria Hernandez,735.0,114.0,53.271028037383175
10163,31,100.0,2,3329.09,3100.0,Shipped,4,20,10,2022,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,NorthA,Bergenville,65.0,Vintage Cars,101,Maria Hernandez,1085.0,1.0,0.9900990099009901
10163,40,100.0,3,4900.8,4000.0,Shipped,4,20,10,2022,S18_3136,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,NorthA,Bergenville,65.0,Vintage Cars,104,Maria Hernandez,1400.0,4.0,3.8461538461538463
10163,48,69.96,4,3358.08,3358.08,Shipped,4,20,10,2022,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,NorthA,Bergenville,45.474,Vintage Cars,62,Maria Hernandez,1175.328,-7.959999999999994,-12.838709677419343
10163,42,91.55,5,3845.1,3845.1,Shipped,4,20,10,2022,S24_4258,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,NorthA,Bergenville,59.5075,Vintage Cars,97,Maria Hernandez,1345.7849999999999,5.450000000000003,5.618556701030931
10163,43,100.0,6,4991.44,4300.0,Shipped,4,20,10,2022,S18_3320,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,NorthA,Bergenville,65.0,Vintage Cars,99,Maria Hernandez,1505.0,-1.0,-1.0101010101010102
10164,24,100.0,1,2634.96,2400.0,Resolved,4,21,10,2022,S32_1268,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Skates Road,65.0,Trucks and Buses,96,Roland Mendel,840.0,-4.0,-4.166666666666666
10164,21,100.0,2,3536.82,2100.0,Resolved,4,21,10,2022,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Bergenville,65.0,Classic Cars,147,Roland Mendel,735.0,47.0,31.97278911564626
10164,45,100.0,3,5012.55,4500.0,Resolved,4,21,10,2022,S18_4600,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Bergenville,65.0,Trucks and Buses,121,Roland Mendel,1575.0,21.0,17.355371900826448
10164,39,81.93,4,3195.27,3195.2700000000004,Resolved,4,21,10,2022,S700_2824,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Bergenville,53.2545,Classic Cars,101,Roland Mendel,1118.3445000000002,19.069999999999993,18.881188118811878
10164,49,54.94,5,2692.06,2692.06,Resolved,4,21,10,2022,S32_3522,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Skates Road,35.711,Trucks and Buses,64,Roland Mendel,942.221,9.060000000000002,14.156250000000004
10164,49,100.0,6,6563.06,4900.0,Resolved,4,21,10,2022,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Bergenville,65.0,Trucks and Buses,136,Roland Mendel,1715.0,36.0,26.47058823529412
10164,25,53.83,7,1345.75,1345.75,Resolved,4,21,10,2022,S18_4668,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Skates Road,34.9895,Vintage Cars,50,Roland Mendel,471.0125,-3.8299999999999983,-7.659999999999996
10164,36,99.17,8,3570.12,3570.12,Resolved,4,21,10,2022,S18_1097,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,EMEA,Bergenville,64.4605,Trucks and Buses,116,Roland Mendel,1249.5420000000001,16.83,14.50862068965517
10166,26,73.73,1,1916.98,1916.98,Shipped,4,21,10,2022,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,NorthA,Skates Road,47.9245,Vintage Cars,87,Violeta Benitez,670.9430000000001,13.269999999999996,15.252873563218387
10166,43,100.0,2,6930.74,4300.0,Shipped,4,21,10,2022,S18_3140,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,NorthA,Bergenville,65.0,Vintage Cars,136,Violeta Benitez,1505.0,36.0,26.47058823529412
10166,29,100.0,3,3013.97,2900.0,Shipped,4,21,10,2022,S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,NorthA,Bergenville,65.0,Ships,86,Violeta Benitez,1015.0,-14.0,-16.27906976744186
10165,50,100.0,1,5344.5,5000.0,Shipped,4,22,10,2022,S18_3259,Dragon Souveniers  Ltd.,+65 221 7555,Bronz Sok.  Bronz Apt. 3/6 Tesvikiye,Singapore,79903,Singapore,Japan,Bergenville,65.0,Trains,100,Eric Natividad,1750.0,0.0,0.0
10165,27,100.0,2,5559.03,2700.0,Shipped,4,22,10,2022,S12_3891,Dragon Souveniers  Ltd.,+65 221 7555,Bronz Sok.  Bronz Apt. 3/6 Tesvikiye,Singapore,79903,Singapore,Japan,Bergenville,65.0,Classic Cars,173,Eric Natividad,945.0,73.0,42.19653179190752
10165,44,100.0,3,8594.52,4400.0,Shipped,4,22,10,2022,S12_1108,Dragon Souveniers  Ltd.,+65 221 7555,Bronz Sok.  Bronz Apt. 3/6 Tesvikiye,Singapore,79903,Singapore,Japan,Geiselweg,65.0,Classic Cars,207,Eric Natividad,1540.0,107.0,51.690821256038646
10165,34,100.0,4,4880.02,3400.0,Shipped,4,22,10,2022,S12_3148,Dragon Souveniers  Ltd.,+65 221 7555,Bronz Sok.  Bronz Apt. 3/6 Tesvikiye,Singapore,79903,Singapore,Japan,Bergenville,65.0,Classic Cars,151,Eric Natividad,1190.0,51.0,33.77483443708609
